timestamp,zone,pressure,flow,temperature,label
2025-04-09 01:35:00,Zone B,2.77,15.23,24,normal
2025-04-09 01:40:00,Zone C,2.5,14.94,22,normal
2025-04-09 01:45:00,Zone A,2.87,15.97,24,normal
2025-04-09 01:50:00,Zone C,2.76,16.59,22,normal
2025-04-09 01:55:00,Zone C,2.73,16.75,20,normal
2025-04-09 02:00:00,Zone B,2.9,15.76,20,normal
2025-04-09 02:05:00,Zone A,1.94,20.47,21,leak
2025-04-09 02:10:00,Zone B,2.78,14.04,24,normal
2025-04-09 02:15:00,Zone C,1.87,19.49,22,leak
2025-04-09 02:20:00,Zone C,1.89,18.18,19,leak
2025-04-09 02:25:00,Zone A,2.63,14.89,18,normal
2025-04-09 02:30:00,Zone B,2.51,13.95,25,normal
2025-04-09 02:35:00,Zone A,2.52,15.58,22,normal
2025-04-09 02:40:00,Zone B,2.58,15.21,21,normal
2025-04-09 02:45:00,Zone A,2.51,16.34,23,normal
2025-04-09 02:50:00,Zone C,2.98,15.1,19,normal
2025-04-09 02:55:00,Zone B,2.59,14.47,21,normal
2025-04-09 03:00:00,Zone B,1.92,19.85,23,leak
2025-04-09 03:05:00,Zone B,2.79,15.41,22,normal
2025-04-09 03:10:00,Zone B,2.81,13.73,23,normal
2025-04-09 03:15:00,Zone A,2.71,16.79,25,normal
2025-04-09 03:20:00,Zone A,2.55,15.96,23,normal
2025-04-09 03:25:00,Zone C,2.74,14.99,20,normal
2025-04-09 03:30:00,Zone B,2.68,14.5,22,normal
2025-04-09 03:35:00,Zone B,2.71,13.49,22,normal
2025-04-09 03:40:00,Zone A,2.92,16.17,21,normal
2025-04-09 03:45:00,Zone C,2.94,14.76,24,normal
2025-04-09 03:50:00,Zone A,2.74,13.78,20,normal
2025-04-09 03:55:00,Zone B,2.6,14.62,18,normal
2025-04-09 04:00:00,Zone C,2.74,13.1,19,normal
2025-04-09 04:05:00,Zone B,2.74,16.25,25,normal
2025-04-09 04:10:00,Zone B,2.96,13.58,22,normal
2025-04-09 04:15:00,Zone C,2.69,14.26,19,normal
2025-04-09 04:20:00,Zone C,2.84,14.59,20,normal
2025-04-09 04:25:00,Zone B,2.93,14.39,25,normal
2025-04-09 04:30:00,Zone A,2.53,15.65,19,normal
2025-04-09 04:35:00,Zone A,2.7,13.1,22,normal
2025-04-09 04:40:00,Zone A,2.54,13.49,25,normal
2025-04-09 04:45:00,Zone C,2.58,16.91,23,normal
2025-04-09 04:50:00,Zone A,3.0,13.27,25,normal
2025-04-09 04:55:00,Zone A,2.54,15.94,20,normal
2025-04-09 05:00:00,Zone C,2.75,14.87,19,normal
2025-04-09 05:05:00,Zone A,2.73,13.45,25,normal
2025-04-09 05:10:00,Zone C,2.59,15.84,22,normal
2025-04-09 05:15:00,Zone A,2.96,15.46,18,normal
2025-04-09 05:20:00,Zone C,2.98,16.09,25,normal
2025-04-09 05:25:00,Zone A,2.56,15.04,25,normal
2025-04-09 05:30:00,Zone C,2.58,16.82,21,normal
2025-04-09 05:35:00,Zone B,2.62,15.15,20,normal
2025-04-09 05:40:00,Zone C,2.69,14.73,18,normal
2025-04-09 05:45:00,Zone C,2.75,14.13,25,normal
2025-04-09 05:50:00,Zone B,2.71,16.55,21,normal
2025-04-09 05:55:00,Zone A,2.95,15.2,22,normal
2025-04-09 06:00:00,Zone A,2.98,16.59,23,normal
2025-04-09 06:05:00,Zone C,2.6,14.67,22,normal
2025-04-09 06:10:00,Zone B,2.54,16.08,25,normal
2025-04-09 06:15:00,Zone B,2.84,13.33,20,normal
2025-04-09 06:20:00,Zone B,2.76,14.54,20,normal
2025-04-09 06:25:00,Zone B,2.97,14.92,23,normal
2025-04-09 06:30:00,Zone C,2.72,14.75,19,normal
2025-04-09 06:35:00,Zone A,2.97,14.76,21,normal
2025-04-09 06:40:00,Zone C,2.93,15.15,19,normal
2025-04-09 06:45:00,Zone A,2.56,13.33,23,normal
2025-04-09 06:50:00,Zone A,2.62,14.73,22,normal
2025-04-09 06:55:00,Zone A,2.54,14.01,18,normal
2025-04-09 07:00:00,Zone A,2.64,16.07,20,normal
2025-04-09 07:05:00,Zone A,2.7,14.07,22,normal
2025-04-09 07:10:00,Zone A,2.97,14.74,20,normal
2025-04-09 07:15:00,Zone C,2.84,15.6,18,normal
2025-04-09 07:20:00,Zone B,2.55,13.69,21,normal
2025-04-09 07:25:00,Zone B,2.75,13.79,18,normal
2025-04-09 07:30:00,Zone A,2.9,15.99,22,normal
2025-04-09 07:35:00,Zone B,2.62,15.11,20,normal
2025-04-09 07:40:00,Zone A,2.77,14.57,25,normal
2025-04-09 07:45:00,Zone A,2.64,13.98,25,normal
2025-04-09 07:50:00,Zone A,2.73,16.38,18,normal
2025-04-09 07:55:00,Zone A,2.66,15.88,21,normal
2025-04-09 08:00:00,Zone C,2.95,15.46,23,normal
2025-04-09 08:05:00,Zone B,2.94,13.32,18,normal
2025-04-09 08:10:00,Zone C,2.57,14.65,24,normal
2025-04-09 08:15:00,Zone B,2.83,15.72,22,normal
2025-04-09 08:20:00,Zone B,2.75,16.28,24,normal
2025-04-09 08:25:00,Zone C,2.51,13.95,20,normal
2025-04-09 08:30:00,Zone B,2.76,15.54,18,normal
2025-04-09 08:35:00,Zone B,2.78,15.85,25,normal
2025-04-09 08:40:00,Zone B,2.55,14.88,21,normal
2025-04-09 08:45:00,Zone A,2.96,15.61,19,normal
2025-04-09 08:50:00,Zone C,2.52,15.48,19,normal
2025-04-09 08:55:00,Zone B,2.93,13.46,22,normal
2025-04-09 09:00:00,Zone C,2.89,16.4,24,normal
2025-04-09 09:05:00,Zone C,2.82,16.59,18,normal
2025-04-09 09:10:00,Zone A,2.77,16.74,18,normal
2025-04-09 09:15:00,Zone C,2.81,14.54,24,normal
2025-04-09 09:20:00,Zone C,2.51,16.92,20,normal
2025-04-09 09:25:00,Zone B,2.78,14.26,21,normal
2025-04-09 09:30:00,Zone C,2.8,14.12,20,normal
2025-04-09 09:35:00,Zone A,2.57,13.5,19,normal
2025-04-09 09:40:00,Zone C,2.82,13.76,23,normal
2025-04-09 09:45:00,Zone A,2.7,16.4,22,normal
2025-04-09 09:50:00,Zone C,2.77,13.75,23,normal
2025-04-09 09:55:00,Zone C,2.55,13.72,20,normal
2025-04-09 10:00:00,Zone B,2.85,15.6,24,normal
2025-04-09 10:05:00,Zone A,1.97,21.84,23,leak
2025-04-09 10:10:00,Zone C,2.75,16.51,19,normal
2025-04-09 10:15:00,Zone A,2.58,13.15,22,normal
2025-04-09 10:20:00,Zone C,2.77,15.26,19,normal
2025-04-09 10:25:00,Zone A,2.93,15.25,20,normal
2025-04-09 10:30:00,Zone A,2.57,14.97,25,normal
2025-04-09 10:35:00,Zone A,2.87,16.31,23,normal
2025-04-09 10:40:00,Zone C,2.71,16.23,19,normal
2025-04-09 10:45:00,Zone A,2.98,14.0,24,normal
2025-04-09 10:50:00,Zone A,2.54,15.1,20,normal
2025-04-09 10:55:00,Zone C,2.95,15.5,22,normal
2025-04-09 11:00:00,Zone A,2.96,15.91,22,normal
2025-04-09 11:05:00,Zone C,1.84,18.99,24,leak
2025-04-09 11:10:00,Zone C,2.92,14.48,19,normal
2025-04-09 11:15:00,Zone C,2.66,15.87,25,normal
2025-04-09 11:20:00,Zone C,2.61,13.83,24,normal
2025-04-09 11:25:00,Zone C,2.91,15.02,21,normal
2025-04-09 11:30:00,Zone C,2.9,16.52,19,normal
2025-04-09 11:35:00,Zone C,2.71,16.34,24,normal
2025-04-09 11:40:00,Zone B,2.92,15.66,23,normal
2025-04-09 11:45:00,Zone B,2.88,15.32,23,normal
2025-04-09 11:50:00,Zone C,2.93,13.35,21,normal
2025-04-09 11:55:00,Zone A,2.54,16.31,23,normal
2025-04-09 12:00:00,Zone C,2.53,14.88,18,normal
2025-04-09 12:05:00,Zone B,2.98,14.68,21,normal
2025-04-09 12:10:00,Zone C,2.75,16.43,22,normal
2025-04-09 12:15:00,Zone A,2.6,16.2,25,normal
2025-04-09 12:20:00,Zone B,2.53,15.98,20,normal
2025-04-09 12:25:00,Zone A,1.91,18.4,20,leak
2025-04-09 12:30:00,Zone B,2.92,16.27,21,normal
2025-04-09 12:35:00,Zone A,2.77,13.04,19,normal
2025-04-09 12:40:00,Zone B,2.84,14.95,18,normal
2025-04-09 12:45:00,Zone C,2.65,14.94,25,normal
2025-04-09 12:50:00,Zone C,2.82,16.48,20,normal
2025-04-09 12:55:00,Zone B,2.09,21.03,20,leak
2025-04-09 13:00:00,Zone B,2.98,14.68,21,normal
2025-04-09 13:05:00,Zone A,2.93,13.21,21,normal
2025-04-09 13:10:00,Zone B,2.57,16.83,25,normal
2025-04-09 13:15:00,Zone C,2.58,16.96,24,normal
2025-04-09 13:20:00,Zone C,2.73,15.16,19,normal
2025-04-09 13:25:00,Zone C,2.73,13.14,18,normal
2025-04-09 13:30:00,Zone A,2.93,13.99,19,normal
2025-04-09 13:35:00,Zone B,2.23,21.79,20,leak
2025-04-09 13:40:00,Zone B,2.59,14.12,20,normal
2025-04-09 13:45:00,Zone A,2.78,15.75,25,normal
2025-04-09 13:50:00,Zone C,2.66,16.93,22,normal
2025-04-09 13:55:00,Zone B,2.71,14.7,19,normal
2025-04-09 14:00:00,Zone B,2.92,16.36,20,normal
2025-04-09 14:05:00,Zone C,1.96,19.69,22,leak
2025-04-09 14:10:00,Zone B,2.64,15.71,19,normal
2025-04-09 14:15:00,Zone A,2.7,14.42,22,normal
2025-04-09 14:20:00,Zone C,2.61,14.97,21,normal
2025-04-09 14:25:00,Zone C,2.64,15.23,24,normal
2025-04-09 14:30:00,Zone A,2.63,13.2,20,normal
2025-04-09 14:35:00,Zone B,2.87,15.93,22,normal
2025-04-09 14:40:00,Zone A,2.93,13.9,21,normal
2025-04-09 14:45:00,Zone A,2.65,13.18,21,normal
2025-04-09 14:50:00,Zone C,2.63,16.9,18,normal
2025-04-09 14:55:00,Zone B,2.04,18.07,18,leak
2025-04-09 15:00:00,Zone B,2.75,16.63,20,normal
2025-04-09 15:05:00,Zone B,2.51,13.86,21,normal
2025-04-09 15:10:00,Zone A,2.58,15.08,25,normal
2025-04-09 15:15:00,Zone B,2.92,16.04,20,normal
2025-04-09 15:20:00,Zone C,2.85,16.43,18,normal
2025-04-09 15:25:00,Zone C,2.92,13.39,19,normal
2025-04-09 15:30:00,Zone A,2.72,16.47,18,normal
2025-04-09 15:35:00,Zone C,2.9,14.14,22,normal
2025-04-09 15:40:00,Zone C,2.99,16.6,20,normal
2025-04-09 15:45:00,Zone B,2.94,15.98,23,normal
2025-04-09 15:50:00,Zone C,2.61,15.09,21,normal
2025-04-09 15:55:00,Zone A,2.98,13.03,18,normal
2025-04-09 16:00:00,Zone C,2.56,16.26,19,normal
2025-04-09 16:05:00,Zone A,2.78,15.31,24,normal
2025-04-09 16:10:00,Zone A,2.92,14.84,18,normal
2025-04-09 16:15:00,Zone B,2.8,16.94,19,normal
2025-04-09 16:20:00,Zone A,2.12,21.5,18,leak
2025-04-09 16:25:00,Zone A,2.69,16.67,24,normal
2025-04-09 16:30:00,Zone C,2.61,14.04,22,normal
2025-04-09 16:35:00,Zone A,2.64,13.62,19,normal
2025-04-09 16:40:00,Zone A,2.75,14.58,25,normal
2025-04-09 16:45:00,Zone B,2.82,13.34,22,normal
2025-04-09 16:50:00,Zone B,2.06,21.21,19,leak
2025-04-09 16:55:00,Zone C,2.74,13.3,20,normal
2025-04-09 17:00:00,Zone A,2.78,16.17,21,normal
2025-04-09 17:05:00,Zone B,2.76,15.72,22,normal
2025-04-09 17:10:00,Zone A,2.98,13.41,24,normal
2025-04-09 17:15:00,Zone C,2.78,13.89,23,normal
2025-04-09 17:20:00,Zone C,2.81,16.21,19,normal
2025-04-09 17:25:00,Zone C,2.7,16.06,23,normal
2025-04-09 17:30:00,Zone A,2.93,13.74,24,normal
2025-04-09 17:35:00,Zone B,2.66,14.98,23,normal
2025-04-09 17:40:00,Zone A,2.79,13.09,19,normal
2025-04-09 17:45:00,Zone C,2.76,13.59,25,normal
2025-04-09 17:50:00,Zone A,2.56,16.28,19,normal
2025-04-09 17:55:00,Zone A,2.65,16.62,24,normal
2025-04-09 18:00:00,Zone C,2.93,13.35,24,normal
2025-04-09 18:05:00,Zone C,2.65,16.16,20,normal
2025-04-09 18:10:00,Zone A,2.65,13.01,19,normal
2025-04-09 18:15:00,Zone A,2.72,16.2,18,normal
2025-04-09 18:20:00,Zone B,2.56,13.02,23,normal
2025-04-09 18:25:00,Zone C,2.51,13.66,24,normal
2025-04-09 18:30:00,Zone B,2.85,16.33,23,normal
2025-04-09 18:35:00,Zone C,2.61,13.41,19,normal
2025-04-09 18:40:00,Zone B,2.54,14.36,23,normal
2025-04-09 18:45:00,Zone C,2.76,13.06,25,normal
2025-04-09 18:50:00,Zone C,2.86,15.27,22,normal
2025-04-09 18:55:00,Zone B,2.58,15.18,18,normal
2025-04-09 19:00:00,Zone A,2.97,15.56,22,normal
2025-04-09 19:05:00,Zone B,2.68,13.37,19,normal
2025-04-09 19:10:00,Zone A,2.91,15.01,18,normal
2025-04-09 19:15:00,Zone A,2.74,14.11,19,normal
2025-04-09 19:20:00,Zone C,2.99,14.01,19,normal
2025-04-09 19:25:00,Zone C,2.95,15.8,18,normal
2025-04-09 19:30:00,Zone C,2.6,14.21,23,normal
2025-04-09 19:35:00,Zone B,2.56,16.84,18,normal
2025-04-09 19:40:00,Zone C,2.8,16.44,20,normal
2025-04-09 19:45:00,Zone C,2.24,18.45,18,leak
2025-04-09 19:50:00,Zone A,3.0,14.55,21,normal
2025-04-09 19:55:00,Zone A,2.88,14.86,21,normal
2025-04-09 20:00:00,Zone A,2.92,15.92,22,normal
2025-04-09 20:05:00,Zone A,2.61,15.29,19,normal
2025-04-09 20:10:00,Zone A,2.89,15.16,18,normal
2025-04-09 20:15:00,Zone A,2.76,14.4,20,normal
2025-04-09 20:20:00,Zone A,2.79,16.43,25,normal
2025-04-09 20:25:00,Zone C,2.61,15.46,23,normal
2025-04-09 20:30:00,Zone B,2.85,13.86,23,normal
2025-04-09 20:35:00,Zone A,2.98,15.56,19,normal
2025-04-09 20:40:00,Zone C,2.92,13.71,25,normal
2025-04-09 20:45:00,Zone A,2.77,13.78,21,normal
2025-04-09 20:50:00,Zone C,2.8,16.38,19,normal
2025-04-09 20:55:00,Zone C,2.71,13.97,24,normal
2025-04-09 21:00:00,Zone C,2.63,15.39,18,normal
2025-04-09 21:05:00,Zone B,2.6,16.19,25,normal
2025-04-09 21:10:00,Zone A,2.57,13.03,24,normal
2025-04-09 21:15:00,Zone A,2.64,15.96,24,normal
2025-04-09 21:20:00,Zone C,2.87,15.87,18,normal
2025-04-09 21:25:00,Zone B,2.89,14.34,22,normal
2025-04-09 21:30:00,Zone B,2.51,16.33,24,normal
2025-04-09 21:35:00,Zone B,2.94,14.54,23,normal
2025-04-09 21:40:00,Zone A,2.5,14.2,19,normal
2025-04-09 21:45:00,Zone C,2.56,16.54,23,normal
2025-04-09 21:50:00,Zone B,2.62,15.4,25,normal
2025-04-09 21:55:00,Zone B,2.57,15.79,19,normal
2025-04-09 22:00:00,Zone A,2.51,13.31,23,normal
2025-04-09 22:05:00,Zone A,2.88,16.78,21,normal
2025-04-09 22:10:00,Zone C,2.83,16.1,21,normal
2025-04-09 22:15:00,Zone C,2.54,13.99,19,normal
2025-04-09 22:20:00,Zone A,2.93,16.38,20,normal
2025-04-09 22:25:00,Zone B,2.82,13.14,22,normal
2025-04-09 22:30:00,Zone A,2.81,15.63,20,normal
2025-04-09 22:35:00,Zone B,2.61,16.94,19,normal
2025-04-09 22:40:00,Zone B,2.52,14.1,20,normal
2025-04-09 22:45:00,Zone C,2.55,13.55,23,normal
2025-04-09 22:50:00,Zone B,2.83,13.81,23,normal
2025-04-09 22:55:00,Zone B,2.85,15.09,19,normal
2025-04-09 23:00:00,Zone A,2.63,16.93,22,normal
2025-04-09 23:05:00,Zone B,2.58,16.94,21,normal
2025-04-09 23:10:00,Zone A,2.01,19.66,21,leak
2025-04-09 23:15:00,Zone B,2.55,16.99,21,normal
2025-04-09 23:20:00,Zone A,2.54,13.17,18,normal
2025-04-09 23:25:00,Zone A,2.01,18.56,23,leak
2025-04-09 23:30:00,Zone A,2.6,13.75,21,normal
2025-04-09 23:35:00,Zone A,2.84,14.15,25,normal
2025-04-09 23:40:00,Zone C,2.78,14.14,23,normal
2025-04-09 23:45:00,Zone B,2.75,15.05,25,normal
2025-04-09 23:50:00,Zone A,2.95,15.12,20,normal
2025-04-09 23:55:00,Zone B,2.82,14.49,19,normal
2025-04-10 00:00:00,Zone B,2.83,16.35,18,normal
2025-04-10 00:05:00,Zone C,2.99,14.73,22,normal
2025-04-10 00:10:00,Zone B,2.95,13.36,25,normal
2025-04-10 00:15:00,Zone B,2.87,13.6,23,normal
2025-04-10 00:20:00,Zone A,2.84,14.52,25,normal
2025-04-10 00:25:00,Zone B,1.98,19.39,21,leak
2025-04-10 00:30:00,Zone C,2.98,13.86,23,normal
2025-04-10 00:35:00,Zone B,2.74,15.59,18,normal
2025-04-10 00:40:00,Zone C,2.8,15.8,22,normal
2025-04-10 00:45:00,Zone B,2.7,14.86,24,normal
2025-04-10 00:50:00,Zone A,2.72,14.4,24,normal
2025-04-10 00:55:00,Zone B,2.89,14.85,20,normal
2025-04-10 01:00:00,Zone C,2.67,15.24,19,normal
2025-04-10 01:05:00,Zone A,2.95,13.5,22,normal
2025-04-10 01:10:00,Zone C,2.97,16.64,23,normal
2025-04-10 01:15:00,Zone B,2.7,14.08,21,normal
2025-04-10 01:20:00,Zone B,2.97,13.17,24,normal
2025-04-10 01:25:00,Zone B,2.58,16.85,20,normal
2025-04-10 01:30:00,Zone B,2.58,15.8,18,normal
2025-04-10 01:35:00,Zone A,2.61,14.84,18,normal
2025-04-10 01:40:00,Zone A,2.99,15.39,22,normal
2025-04-10 01:45:00,Zone C,2.82,16.76,25,normal
2025-04-10 01:50:00,Zone A,2.5,13.93,21,normal
2025-04-10 01:55:00,Zone B,2.51,15.76,20,normal
2025-04-10 02:00:00,Zone A,2.62,16.22,22,normal
2025-04-10 02:05:00,Zone A,2.9,13.97,19,normal
2025-04-10 02:10:00,Zone C,2.72,13.6,21,normal
2025-04-10 02:15:00,Zone A,2.74,16.96,22,normal
2025-04-10 02:20:00,Zone A,2.91,16.86,24,normal
2025-04-10 02:25:00,Zone A,2.6,14.7,19,normal
2025-04-10 02:30:00,Zone C,2.7,15.14,24,normal
2025-04-10 02:35:00,Zone B,2.83,16.36,22,normal
2025-04-10 02:40:00,Zone B,2.88,13.91,19,normal
2025-04-10 02:45:00,Zone B,2.92,13.01,23,normal
2025-04-10 02:50:00,Zone A,2.76,13.39,25,normal
2025-04-10 02:55:00,Zone C,2.88,13.35,25,normal
2025-04-10 03:00:00,Zone A,2.75,15.43,22,normal
2025-04-10 03:05:00,Zone C,2.81,13.08,18,normal
2025-04-10 03:10:00,Zone A,2.7,15.83,18,normal
2025-04-10 03:15:00,Zone A,2.7,16.94,20,normal
2025-04-10 03:20:00,Zone A,2.54,16.7,22,normal
2025-04-10 03:25:00,Zone A,1.97,19.25,22,leak
2025-04-10 03:30:00,Zone B,2.79,14.8,19,normal
2025-04-10 03:35:00,Zone B,2.72,14.13,25,normal
2025-04-10 03:40:00,Zone C,2.66,15.34,19,normal
2025-04-10 03:45:00,Zone A,2.98,15.17,25,normal
2025-04-10 03:50:00,Zone B,2.65,13.4,25,normal
2025-04-10 03:55:00,Zone B,2.66,15.08,23,normal
2025-04-10 04:00:00,Zone A,2.56,14.77,22,normal
2025-04-10 04:05:00,Zone B,2.75,16.63,21,normal
2025-04-10 04:10:00,Zone B,2.71,14.34,24,normal
2025-04-10 04:15:00,Zone C,2.71,13.19,21,normal
2025-04-10 04:20:00,Zone C,2.99,13.5,23,normal
2025-04-10 04:25:00,Zone C,2.96,14.72,25,normal
2025-04-10 04:30:00,Zone B,2.88,14.38,24,normal
2025-04-10 04:35:00,Zone C,2.64,15.66,25,normal
2025-04-10 04:40:00,Zone B,2.68,14.08,20,normal
2025-04-10 04:45:00,Zone A,2.21,21.71,25,leak
2025-04-10 04:50:00,Zone C,2.91,15.0,23,normal
2025-04-10 04:55:00,Zone C,2.63,13.92,24,normal
2025-04-10 05:00:00,Zone B,2.84,14.49,24,normal
2025-04-10 05:05:00,Zone A,2.82,13.69,25,normal
2025-04-10 05:10:00,Zone B,2.68,13.59,24,normal
2025-04-10 05:15:00,Zone B,2.17,20.13,23,leak
2025-04-10 05:20:00,Zone C,2.86,16.42,24,normal
2025-04-10 05:25:00,Zone A,2.81,16.17,21,normal
2025-04-10 05:30:00,Zone A,2.53,16.64,23,normal
2025-04-10 05:35:00,Zone C,2.5,16.42,19,normal
2025-04-10 05:40:00,Zone B,2.89,16.89,25,normal
2025-04-10 05:45:00,Zone C,2.65,16.08,23,normal
2025-04-10 05:50:00,Zone A,2.07,20.52,21,leak
2025-04-10 05:55:00,Zone A,2.92,14.41,18,normal
2025-04-10 06:00:00,Zone B,2.64,16.24,24,normal
2025-04-10 06:05:00,Zone B,2.54,16.27,18,normal
2025-04-10 06:10:00,Zone A,2.91,16.26,23,normal
2025-04-10 06:15:00,Zone A,2.72,14.48,22,normal
2025-04-10 06:20:00,Zone C,2.64,14.11,18,normal
2025-04-10 06:25:00,Zone A,2.78,14.27,22,normal
2025-04-10 06:30:00,Zone A,2.53,13.34,21,normal
2025-04-10 06:35:00,Zone A,2.82,14.3,19,normal
2025-04-10 06:40:00,Zone A,2.54,13.86,18,normal
2025-04-10 06:45:00,Zone B,2.92,16.84,25,normal
2025-04-10 06:50:00,Zone B,2.89,13.12,22,normal
2025-04-10 06:55:00,Zone C,2.51,15.7,22,normal
2025-04-10 07:00:00,Zone C,2.75,14.16,25,normal
2025-04-10 07:05:00,Zone B,2.98,13.73,23,normal
2025-04-10 07:10:00,Zone C,2.11,21.68,19,leak
2025-04-10 07:15:00,Zone A,2.89,13.84,21,normal
2025-04-10 07:20:00,Zone A,2.89,15.68,25,normal
2025-04-10 07:25:00,Zone B,2.66,16.1,22,normal
2025-04-10 07:30:00,Zone C,2.94,14.71,18,normal
2025-04-10 07:35:00,Zone A,2.67,13.47,22,normal
2025-04-10 07:40:00,Zone B,2.73,16.68,25,normal
2025-04-10 07:45:00,Zone B,2.67,16.45,20,normal
2025-04-10 07:50:00,Zone B,2.91,13.67,20,normal
2025-04-10 07:55:00,Zone C,2.1,19.11,19,leak
2025-04-10 08:00:00,Zone B,2.8,15.41,18,normal
2025-04-10 08:05:00,Zone A,2.58,14.15,18,normal
2025-04-10 08:10:00,Zone C,2.85,14.76,24,normal
2025-04-10 08:15:00,Zone B,2.98,15.02,23,normal
2025-04-10 08:20:00,Zone A,2.88,14.96,18,normal
2025-04-10 08:25:00,Zone A,2.62,13.57,21,normal
2025-04-10 08:30:00,Zone A,2.53,14.65,21,normal
2025-04-10 08:35:00,Zone A,1.96,21.9,23,leak
2025-04-10 08:40:00,Zone A,2.85,13.82,22,normal
2025-04-10 08:45:00,Zone A,2.57,13.02,23,normal
2025-04-10 08:50:00,Zone B,2.66,16.02,22,normal
2025-04-10 08:55:00,Zone C,2.76,15.52,18,normal
2025-04-10 09:00:00,Zone C,2.8,13.01,19,normal
2025-04-10 09:05:00,Zone C,2.56,16.96,22,normal
2025-04-10 09:10:00,Zone C,2.85,13.02,24,normal
2025-04-10 09:15:00,Zone C,2.94,16.03,23,normal
2025-04-10 09:20:00,Zone C,2.51,15.7,20,normal
2025-04-10 09:25:00,Zone B,2.53,14.18,19,normal
2025-04-10 09:30:00,Zone B,2.55,14.48,22,normal
2025-04-10 09:35:00,Zone B,2.65,14.15,22,normal
2025-04-10 09:40:00,Zone A,2.68,13.04,22,normal
2025-04-10 09:45:00,Zone B,3.0,13.78,25,normal
2025-04-10 09:50:00,Zone A,2.85,13.31,23,normal
2025-04-10 09:55:00,Zone B,2.83,13.58,23,normal
2025-04-10 10:00:00,Zone A,2.7,15.94,23,normal
2025-04-10 10:05:00,Zone B,2.66,13.85,24,normal
2025-04-10 10:10:00,Zone A,2.55,13.28,22,normal
2025-04-10 10:15:00,Zone C,2.59,14.65,19,normal
2025-04-10 10:20:00,Zone C,2.66,13.51,22,normal
2025-04-10 10:25:00,Zone A,2.93,15.64,19,normal
2025-04-10 10:30:00,Zone C,2.94,13.33,22,normal
2025-04-10 10:35:00,Zone B,2.67,15.13,19,normal
2025-04-10 10:40:00,Zone C,2.59,16.35,18,normal
2025-04-10 10:45:00,Zone B,2.97,15.23,18,normal
2025-04-10 10:50:00,Zone A,1.83,19.04,23,leak
2025-04-10 10:55:00,Zone B,2.66,14.82,22,normal
2025-04-10 11:00:00,Zone A,2.68,15.54,25,normal
2025-04-10 11:05:00,Zone C,2.87,14.57,23,normal
2025-04-10 11:10:00,Zone A,3.0,16.76,18,normal
2025-04-10 11:15:00,Zone A,2.0,18.52,19,leak
2025-04-10 11:20:00,Zone B,2.73,17.0,22,normal
2025-04-10 11:25:00,Zone B,2.51,16.78,19,normal
2025-04-10 11:30:00,Zone A,2.92,15.9,18,normal
2025-04-10 11:35:00,Zone B,2.65,15.09,25,normal
2025-04-10 11:40:00,Zone A,2.74,13.77,18,normal
2025-04-10 11:45:00,Zone B,2.73,13.25,21,normal
2025-04-10 11:50:00,Zone A,2.29,21.08,25,leak
2025-04-10 11:55:00,Zone B,2.61,15.98,24,normal
2025-04-10 12:00:00,Zone B,2.92,16.68,20,normal
2025-04-10 12:05:00,Zone A,2.9,13.25,19,normal
2025-04-10 12:10:00,Zone C,2.51,14.87,19,normal
2025-04-10 12:15:00,Zone A,2.6,16.96,25,normal
2025-04-10 12:20:00,Zone A,2.76,13.73,25,normal
2025-04-10 12:25:00,Zone B,2.94,14.91,24,normal
2025-04-10 12:30:00,Zone A,2.22,19.88,25,leak
2025-04-10 12:35:00,Zone C,2.93,15.71,20,normal
2025-04-10 12:40:00,Zone A,3.0,16.21,23,normal
2025-04-10 12:45:00,Zone B,2.97,15.81,21,normal
2025-04-10 12:50:00,Zone B,2.51,13.75,21,normal
2025-04-10 12:55:00,Zone B,2.86,13.1,24,normal
2025-04-10 13:00:00,Zone C,2.7,16.09,20,normal
2025-04-10 13:05:00,Zone B,2.77,13.96,19,normal
2025-04-10 13:10:00,Zone B,2.83,15.24,18,normal
2025-04-10 13:15:00,Zone B,2.65,13.23,22,normal
2025-04-10 13:20:00,Zone B,2.93,16.0,21,normal
2025-04-10 13:25:00,Zone C,2.26,20.34,19,leak
2025-04-10 13:30:00,Zone B,2.76,13.12,23,normal
2025-04-10 13:35:00,Zone A,2.96,15.55,21,normal
2025-04-10 13:40:00,Zone C,2.97,15.02,21,normal
2025-04-10 13:45:00,Zone B,2.68,16.72,23,normal
2025-04-10 13:50:00,Zone A,2.8,14.17,25,normal
2025-04-10 13:55:00,Zone B,2.96,15.11,18,normal
2025-04-10 14:00:00,Zone B,2.82,13.38,22,normal
2025-04-10 14:05:00,Zone B,2.89,15.85,20,normal
2025-04-10 14:10:00,Zone B,2.51,14.32,25,normal
2025-04-10 14:15:00,Zone B,2.59,14.47,22,normal
2025-04-10 14:20:00,Zone C,2.58,15.16,25,normal
2025-04-10 14:25:00,Zone B,2.75,16.03,23,normal
2025-04-10 14:30:00,Zone B,2.83,16.2,18,normal
2025-04-10 14:35:00,Zone C,3.0,15.16,23,normal
2025-04-10 14:40:00,Zone A,2.8,15.65,19,normal
2025-04-10 14:45:00,Zone C,2.66,13.12,24,normal
2025-04-10 14:50:00,Zone C,2.63,14.08,24,normal
2025-04-10 14:55:00,Zone A,2.57,13.26,19,normal
2025-04-10 15:00:00,Zone C,2.72,14.07,24,normal
